"game_id","title","platform_key","platform_name","platform_short","platform_company","platform_generation","release_date","release_year","decade","developer","publisher","genre_detailed","genre_category","players_raw","players_min","players_max","rating_score_pct","rating_stars_5","description","rom_filename","rom_extension","rom_size_mb","has_cover_image","has_mix_image","has_screenshot","has_titlescreen","has_3d_box","has_backcover","has_marquee","has_fanart","cover_image_path","mix_image_path","screenshot_path","titlescreen_path","box3d_path","backcover_path","marquee_path"
"megadrive_talmit-s-adventure","Talmit's Adventure","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1992-01-01","1992","1990s","Namco","Namco","Platform","Platformer","1","1","1","80","4","In the land of Coni, its inhabitants lived in harmony. At its center lies a mountain called ""Peace"", in which an amusement park known as ""Marvel Land"" resides. This park is well-protected by the Fairies. Later, King Mole became rule of the under dwellers and sent his minions to take over Marvel Land, imprisoning the Fairies inside crystal balls.

A young lad named Talmit is called upon to rescue Wondra the princess, and free the Fairies from King Mole. Marvel Land consists of five worlds with seven stages each, and the game plays in platform style, in which you need to run through the level, killing enemies, and find the exit door. More often than not, you have to go through a bullseye to reach it. If you hit the bullseye at its center, you are awarded more points than you do by hitting it above or below.

You kill enemies by either jumping on their heads or attacking them with clones, which trail your movement unless you use them to attack enemies or collect food. The clones have a limited life and disappear one by one as you use them. 

During the game, you can open any treasure chests that you may find along the way, and release power-ups which include boots that make you increase your speed, dragon wings that enable you to jump higher and giving you the ability to glide to a soft landing, and giving you the use of the ""clone"" attack. Hidden throughout the sections are warp doors that can either take your backwards or forwards, anywhere within the park. Each section of a world has you riding a roller coaster, in which you must stay on the cars while avoiding signs and enemies.

The last section of each world has Talmit going through the castle to reach the end-of-world boss. Unlike other platform games where you must defeat bosses with weapons, you are challenged to various mini-games starting from ""rock, paper, scissors"" through to the Musical Chairs variant. If you win one of the mini-games, you are able to free one of the Fairies, and obtain a crystal ball that you need to defeat King Mole. You then proceed to the Bonus Stage where you must collect shooting stars for points. If you lose a mini-game, you are transported back to the start of the last section.","Marvel Land (USA) (Beta).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/Marvel Land (USA) (Beta).png","miximages/megadrive/Marvel Land (USA) (Beta).png","screenshots/megadrive/Marvel Land (USA) (Beta).png","titlescreens/megadrive/Marvel Land (USA) (Beta).png","3dboxes/megadrive/Marvel Land (USA) (Beta).png","backcovers/megadrive/Marvel Land (USA) (Beta).png","marquees/megadrive/Marvel Land (USA) (Beta).png"
"megadrive_mary-shelley-s-frankenstein","Mary Shelley's Frankenstein","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1994-01-01","1994","1990s","Bit","Sony Imagesoft","Platform","Platformer","1","1","1","40","2","Based of the 1994 movie remake of Frankenstein, the player is the artificial man created by Victor Frankenstein. After Victor rejects his creation due to its hideous appearance, the creation flees from Victor and swears revenge on him.

The player goes through a number of levels, battling anything that attacks with a wooden stick. It's possible to set the tip of the stick on fire, by swinging it at the fire torches located on the walls. The player can also use a special attack: a blue ball coming out of the hands of the creation, which takes some of the player's life away. There are also some simple puzzles to be solved in order to get through the levels.","Mary Shelley's Frankenstein (USA).7z","7Z","0.75","true","true","true","true","true","true","true","true","covers/megadrive/Mary Shelley's Frankenstein (USA).png","miximages/megadrive/Mary Shelley's Frankenstein (USA).png","screenshots/megadrive/Mary Shelley's Frankenstein (USA).png","titlescreens/megadrive/Mary Shelley's Frankenstein (USA).png","3dboxes/megadrive/Mary Shelley's Frankenstein (USA).png","backcovers/megadrive/Mary Shelley's Frankenstein (USA).png","marquees/megadrive/Mary Shelley's Frankenstein (USA).png"
"megadrive_master-of-monsters","Master of Monsters","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1991-01-01","1991","1990s","Renovation Products","System Soft","Role Playing Game","RPG","1-4","1","4","80","4","Master of Monsters is a turn-based strategy game in which you choose one of five different wizards and fight the other wizards for domination of the land that stands without a ruler after the master wizard's death. You can play in two campaigns against the computer which requires you to defeat the enemy wizards on all maps and allows you to take all units that have survived a battle into the next one. You can also play all maps individually with up two four human players. In battles, you can summon different monsters and cast spells. Which monsters you can summon and which spells you can use depends on which wizard you have chosen. Your aim in every battle is to defeat all other wizards and thus conquering the land (In the campaigns you only have a limited number of turns to do so). Your wizard and monsters gain experience from fighting and your monsters' abilities differ largely from one-another.","Master of Monsters (Japan).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/Master of Monsters (Japan).png","miximages/megadrive/Master of Monsters (Japan).png","screenshots/megadrive/Master of Monsters (Japan).png","titlescreens/megadrive/Master of Monsters (Japan).png","3dboxes/megadrive/Master of Monsters (Japan).png","backcovers/megadrive/Master of Monsters (Japan).png","marquees/megadrive/Master of Monsters (Japan).png"
"megadrive_master-of-monsters","Master of Monsters","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1991-01-01","1991","1990s","Renovation Products","System Soft","Role Playing Game","RPG","1-4","1","4","80","4","Master of Monsters is a turn-based strategy game in which you choose one of five different wizards and fight the other wizards for domination of the land that stands without a ruler after the master wizard's death. You can play in two campaigns against the computer which requires you to defeat the enemy wizards on all maps and allows you to take all units that have survived a battle into the next one. You can also play all maps individually with up two four human players. In battles, you can summon different monsters and cast spells. Which monsters you can summon and which spells you can use depends on which wizard you have chosen. Your aim in every battle is to defeat all other wizards and thus conquering the land (In the campaigns you only have a limited number of turns to do so). Your wizard and monsters gain experience from fighting and your monsters' abilities differ largely from one-another.","Master of Monsters (Japan) (Beta) (1991-04-26).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/Master of Monsters (Japan) (Beta) (1991-04-26).png","miximages/megadrive/Master of Monsters (Japan) (Beta) (1991-04-26).png","screenshots/megadrive/Master of Monsters (Japan) (Beta) (1991-04-26).png","titlescreens/megadrive/Master of Monsters (Japan) (Beta) (1991-04-26).png","3dboxes/megadrive/Master of Monsters (Japan) (Beta) (1991-04-26).png","backcovers/megadrive/Master of Monsters (Japan) (Beta) (1991-04-26).png","marquees/megadrive/Master of Monsters (Japan) (Beta) (1991-04-26).png"
"megadrive_master-of-monsters","Master of Monsters","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1991-01-01","1991","1990s","Renovation Products","System Soft","Role Playing Game","RPG","1-4","1","4","80","4","Master of Monsters is a turn-based strategy game in which you choose one of five different wizards and fight the other wizards for domination of the land that stands without a ruler after the master wizard's death. You can play in two campaigns against the computer which requires you to defeat the enemy wizards on all maps and allows you to take all units that have survived a battle into the next one. You can also play all maps individually with up two four human players. In battles, you can summon different monsters and cast spells. Which monsters you can summon and which spells you can use depends on which wizard you have chosen. Your aim in every battle is to defeat all other wizards and thus conquering the land (In the campaigns you only have a limited number of turns to do so). Your wizard and monsters gain experience from fighting and your monsters' abilities differ largely from one-another.","Master of Monsters (USA).7z","7Z","0.27","true","true","true","true","true","true","true","true","covers/megadrive/Master of Monsters (USA).png","miximages/megadrive/Master of Monsters (USA).png","screenshots/megadrive/Master of Monsters (USA).png","titlescreens/megadrive/Master of Monsters (USA).png","3dboxes/megadrive/Master of Monsters (USA).png","backcovers/megadrive/Master of Monsters (USA).png","marquees/megadrive/Master of Monsters (USA).png"
"megadrive_master-of-weapon","Master Of Weapon","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1991-09-27","1991","1990s","Taito","Taito","Shoot'em Up / Vertical","Shooter","1-4","1","4","","","The ""7-Day War"" -- seven days of nuclear winter -- have caused massive ecological shifts on Earth. The ground splits open, the oceans boil, and all living things on the planet begin to change...including humanity. Scientists create a computer to leave a seed and restore humanity, a computer known simply as ""N"", which is part of the top-secret Project Yukiwo. What is Project Yukiwo? None who know remain...

Master of Weapon is a vertically-scrolling shooter based on the 1990 Taito arcade game. The player controls the fighter ship ""N"", shooting various biological enemies. Powerups are sparse, with only a handful of upgrades available from item pods. The player can fire in the air, as well as towards the ground to hit land-based enemies. There is also a special weapon which can be changed with powerups, but also takes time to recharge back to full stock. There are a total of nine ""acts"", and three difficulty settings.","Master of Weapon (Japan) (En).7z","7Z","0.14","true","true","true","true","true","true","true","true","covers/megadrive/Master of Weapon (Japan) (En).png","miximages/megadrive/Master of Weapon (Japan) (En).png","screenshots/megadrive/Master of Weapon (Japan) (En).png","titlescreens/megadrive/Master of Weapon (Japan) (En).png","3dboxes/megadrive/Master of Weapon (Japan) (En).png","backcovers/megadrive/Master of Weapon (Japan) (En).png","marquees/megadrive/Master of Weapon (Japan) (En).png"
"megadrive_maten-no-soumetsu","Maten No Soumetsu","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1993-12-29","1993","1990s","Kodansha","Kodansha","Role Playing Game","RPG","1","1","1","40","2","Maten no Sometsu tells the story of a young boy (you can name him as you like) who was found in the forest by a warrior named Zafan. Zafan takes the boy into his home, where he grows up, unaware of this story. When he reaches the age of sixteen, Zafan dies, attacked by monsters. He sends his adoptive son to visit the king of the country, to follow the way of the warrior - and perhaps to discover his true origins...

This is a traditional Japanese RPG set in a medieval environment, with randomly appearing enemies whom you fight in turn-based style, viewing the battle field from first-person perspective. During your journey through the country you'll meet other characters who will join your party. There is a night/day cycle in the game.

Not to be confused with the post-apocalyptic RPG Maten Densetsu for SNES.","Maten no Soumetsu (Japan).7z","7Z","0.6","true","true","true","true","true","true","true","true","covers/megadrive/Maten no Soumetsu (Japan).png","miximages/megadrive/Maten no Soumetsu (Japan).png","screenshots/megadrive/Maten no Soumetsu (Japan).png","titlescreens/megadrive/Maten no Soumetsu (Japan).png","3dboxes/megadrive/Maten no Soumetsu (Japan).png","backcovers/megadrive/Maten no Soumetsu (Japan).png","marquees/megadrive/Maten no Soumetsu (Japan).png"
"megadrive_math-blaster-episode-1","Math Blaster : Episode 1","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1994-09-14","1994","1990s","Western Technologies","Western Technologies","Educational","Action","1","1","1","50","2.5","Math Blaster: In Search of Spot is an educational game with arcade elements that helps students practice math skills like addition, subtraction, multiplication, division, fractions, decimals, percents, estimation and number patterns across 6 difficulty levels.

Players join Math Blaster on a mission to rescue his friend Spot from the evil Trash Alien by completing a series of mini-games such as Trash Zapper and Cave Runner, which can be played individually or as part of a story mode.","Math Blaster - Episode 1 (USA).7z","7Z","0.4","true","true","true","true","true","true","true","true","covers/megadrive/Math Blaster - Episode 1 (USA).png","miximages/megadrive/Math Blaster - Episode 1 (USA).png","screenshots/megadrive/Math Blaster - Episode 1 (USA).png","titlescreens/megadrive/Math Blaster - Episode 1 (USA).png","3dboxes/megadrive/Math Blaster - Episode 1 (USA).png","backcovers/megadrive/Math Blaster - Episode 1 (USA).png","marquees/megadrive/Math Blaster - Episode 1 (USA).png"
"megadrive_spider-man-amp-venom-maximum-carnage","Spider-Man &amp; Venom : Maximum Carnage","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1994-01-01","1994","1990s","Software Creations","Acclaim Entertainment","Beat'em Up","Beat 'em up","1","1","1","70","3.5","Loosely based on the comic book series, the story opens as Carnage breaks out of the insane asylum and wreaks mayhem. Spiderman immediately acknowledges the new job at hand and sets out to stop him.

You start off with Spidey but in certain parts you get to choose between him and Venom, which takes you through an alternate routes. The gameplay is your standard beat-em-up, the regular punching and jump-kicking, with the addition of the all important webbing - ie web swinging, web shield etc.","Maximum Carnage (World).7z","7Z","0.76","true","true","true","true","true","true","true","true","covers/megadrive/Maximum Carnage (World).png","miximages/megadrive/Maximum Carnage (World).png","screenshots/megadrive/Maximum Carnage (World).png","titlescreens/megadrive/Maximum Carnage (World).png","3dboxes/megadrive/Maximum Carnage (World).png","backcovers/megadrive/Maximum Carnage (World).png","marquees/megadrive/Maximum Carnage (World).png"
"megadrive_mazin-wars","Mazin Wars","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1993-07-01","1993","1990s","Almanic","SEGA","Beat'em Up","Beat 'em up","1","1","1","90","4.5","The story takes place in 1999 where a Bio-Beast by the name of Godkaiser Hell has reigned supreme over Earth, after a nuclear and biological holocaust has disfigured most of the population and formed an army called the Steelmask Force.  The survivors have fled underground and are constantly attacked by the Bio-Beast horde until one day a scientist by the name of Dr. Kabuto creates a mech, the Mazinger-Z, that can be used against the monsters.  This is where the player takes control of the games protagonist and pilots the suit in an attempt to reclaim the Earth.

The gameplay is a hack-n-slash game, where the player controls the suit by using the D-pad and using the face buttons to slash at enemy monsters.  There is also a Super Attack that the player can use, but it will decrease their health after each use.  The enemies consist of mutant animals such as dogs and beetles as well as the Bio-Beast soldiers that can range from regular soldiers, female fighters and even ninjas.

There are five levels in all (Tokyo, Asia, Europe, New York and Egypt) divided into three stages with a mini-boss and a main boss the player must defeat to advance to the next level.  There are also items scattered throughout the levels that will give the player extra points, health refills, an extra life and even a brief stint of invincibility.","Mazin Saga (Asia) (En).7z","7Z","0.59","true","true","true","true","true","true","true","true","covers/megadrive/Mazin Saga (Asia) (En).png","miximages/megadrive/Mazin Saga (Asia) (En).png","screenshots/megadrive/Mazin Saga (Asia) (En).png","titlescreens/megadrive/Mazin Saga (Asia) (En).png","3dboxes/megadrive/Mazin Saga (Asia) (En).png","backcovers/megadrive/Mazin Saga (Asia) (En).png","marquees/megadrive/Mazin Saga (Asia) (En).png"
"megadrive_mazin-wars","Mazin Wars","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1993-07-01","1993","1990s","Almanic","SEGA","Beat'em Up","Beat 'em up","1","1","1","90","4.5","The story takes place in 1999 where a Bio-Beast by the name of Godkaiser Hell has reigned supreme over Earth, after a nuclear and biological holocaust has disfigured most of the population and formed an army called the Steelmask Force.  The survivors have fled underground and are constantly attacked by the Bio-Beast horde until one day a scientist by the name of Dr. Kabuto creates a mech, the Mazinger-Z, that can be used against the monsters.  This is where the player takes control of the games protagonist and pilots the suit in an attempt to reclaim the Earth.

The gameplay is a hack-n-slash game, where the player controls the suit by using the D-pad and using the face buttons to slash at enemy monsters.  There is also a Super Attack that the player can use, but it will decrease their health after each use.  The enemies consist of mutant animals such as dogs and beetles as well as the Bio-Beast soldiers that can range from regular soldiers, female fighters and even ninjas.

There are five levels in all (Tokyo, Asia, Europe, New York and Egypt) divided into three stages with a mini-boss and a main boss the player must defeat to advance to the next level.  There are also items scattered throughout the levels that will give the player extra points, health refills, an extra life and even a brief stint of invincibility.","Mazin Saga (Japan, Korea) (Ja).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/Mazin Saga (Japan, Korea) (Ja).png","miximages/megadrive/Mazin Saga (Japan, Korea) (Ja).png","screenshots/megadrive/Mazin Saga (Japan, Korea) (Ja).png","titlescreens/megadrive/Mazin Saga (Japan, Korea) (Ja).png","3dboxes/megadrive/Mazin Saga (Japan, Korea) (Ja).png","backcovers/megadrive/Mazin Saga (Japan, Korea) (Ja).png","marquees/megadrive/Mazin Saga (Japan, Korea) (Ja).png"
"megadrive_mazin-wars","Mazin Wars","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1993-07-01","1993","1990s","Almanic","SEGA","Beat'em Up","Beat 'em up","1","1","1","90","4.5","The story takes place in 1999 where a Bio-Beast by the name of Godkaiser Hell has reigned supreme over Earth, after a nuclear and biological holocaust has disfigured most of the population and formed an army called the Steelmask Force.  The survivors have fled underground and are constantly attacked by the Bio-Beast horde until one day a scientist by the name of Dr. Kabuto creates a mech, the Mazinger-Z, that can be used against the monsters.  This is where the player takes control of the games protagonist and pilots the suit in an attempt to reclaim the Earth.

The gameplay is a hack-n-slash game, where the player controls the suit by using the D-pad and using the face buttons to slash at enemy monsters.  There is also a Super Attack that the player can use, but it will decrease their health after each use.  The enemies consist of mutant animals such as dogs and beetles as well as the Bio-Beast soldiers that can range from regular soldiers, female fighters and even ninjas.

There are five levels in all (Tokyo, Asia, Europe, New York and Egypt) divided into three stages with a mini-boss and a main boss the player must defeat to advance to the next level.  There are also items scattered throughout the levels that will give the player extra points, health refills, an extra life and even a brief stint of invincibility.","Mazin Saga - Mutant Fighter (USA).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/Mazin Saga - Mutant Fighter (USA).png","miximages/megadrive/Mazin Saga - Mutant Fighter (USA).png","screenshots/megadrive/Mazin Saga - Mutant Fighter (USA).png","titlescreens/megadrive/Mazin Saga - Mutant Fighter (USA).png","3dboxes/megadrive/Mazin Saga - Mutant Fighter (USA).png","backcovers/megadrive/Mazin Saga - Mutant Fighter (USA).png","marquees/megadrive/Mazin Saga - Mutant Fighter (USA).png"
"megadrive_mazin-wars","Mazin Wars","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1993-07-01","1993","1990s","Almanic","SEGA","Beat'em Up","Beat 'em up","1","1","1","90","4.5","The story takes place in 1999 where a Bio-Beast by the name of Godkaiser Hell has reigned supreme over Earth, after a nuclear and biological holocaust has disfigured most of the population and formed an army called the Steelmask Force.  The survivors have fled underground and are constantly attacked by the Bio-Beast horde until one day a scientist by the name of Dr. Kabuto creates a mech, the Mazinger-Z, that can be used against the monsters.  This is where the player takes control of the games protagonist and pilots the suit in an attempt to reclaim the Earth.

The gameplay is a hack-n-slash game, where the player controls the suit by using the D-pad and using the face buttons to slash at enemy monsters.  There is also a Super Attack that the player can use, but it will decrease their health after each use.  The enemies consist of mutant animals such as dogs and beetles as well as the Bio-Beast soldiers that can range from regular soldiers, female fighters and even ninjas.

There are five levels in all (Tokyo, Asia, Europe, New York and Egypt) divided into three stages with a mini-boss and a main boss the player must defeat to advance to the next level.  There are also items scattered throughout the levels that will give the player extra points, health refills, an extra life and even a brief stint of invincibility.","Mazin Wars (Europe).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/Mazin Wars (Europe).png","miximages/megadrive/Mazin Wars (Europe).png","screenshots/megadrive/Mazin Wars (Europe).png","titlescreens/megadrive/Mazin Wars (Europe).png","3dboxes/megadrive/Mazin Wars (Europe).png","backcovers/megadrive/Mazin Wars (Europe).png","marquees/megadrive/Mazin Wars (Europe).png"
"megadrive_mcdonald-s-treasure-land-adventure","McDonald's Treasure Land Adventure","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1994-03-01","1994","1990s","Treasure","SEGA","Platform","Platformer","1","1","1","80","4","McDonald's Treasure Land Adventure is a side-scrolling adventure starring Ronald McDonald.

After finding a piece of a treasure map, the yellow clown travels through four different levels (Forest, Town, Sea and Moon).  He's off to find and defeat the baddies who have the other pieces of the map.

Ronald can jump, shoot and use his scarf to grab onto hooks to jump to higher levels.

Jewels and flowers collected in each level can be used to purchase extra lives and power-ups in shops between levels.

You can also pay to play a Columns style falling block game between levels to earn extra items.","McDonald's Treasure Land Adventure (Europe).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/McDonald's Treasure Land Adventure (Europe).png","miximages/megadrive/McDonald's Treasure Land Adventure (Europe).png","screenshots/megadrive/McDonald's Treasure Land Adventure (Europe).png","titlescreens/megadrive/McDonald's Treasure Land Adventure (Europe).png","3dboxes/megadrive/McDonald's Treasure Land Adventure (Europe).png","backcovers/megadrive/McDonald's Treasure Land Adventure (Europe).png","marquees/megadrive/McDonald's Treasure Land Adventure (Europe).png"
"megadrive_mcdonald-s-treasure-land-adventure","McDonald's Treasure Land Adventure","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1994-03-01","1994","1990s","Treasure","SEGA","Platform","Platformer","1","1","1","80","4","McDonald's Treasure Land Adventure is a side-scrolling adventure starring Ronald McDonald.

After finding a piece of a treasure map, the yellow clown travels through four different levels (Forest, Town, Sea and Moon).  He's off to find and defeat the baddies who have the other pieces of the map.

Ronald can jump, shoot and use his scarf to grab onto hooks to jump to higher levels.

Jewels and flowers collected in each level can be used to purchase extra lives and power-ups in shops between levels.

You can also pay to play a Columns style falling block game between levels to earn extra items.","McDonald's Treasure Land Adventure (Japan).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/McDonald's Treasure Land Adventure (Japan).png","miximages/megadrive/McDonald's Treasure Land Adventure (Japan).png","screenshots/megadrive/McDonald's Treasure Land Adventure (Japan).png","titlescreens/megadrive/McDonald's Treasure Land Adventure (Japan).png","3dboxes/megadrive/McDonald's Treasure Land Adventure (Japan).png","backcovers/megadrive/McDonald's Treasure Land Adventure (Japan).png","marquees/megadrive/McDonald's Treasure Land Adventure (Japan).png"
"megadrive_mcdonald-s-treasure-land-adventure","McDonald's Treasure Land Adventure","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1994-03-01","1994","1990s","Treasure","SEGA","Platform","Platformer","1","1","1","80","4","McDonald's Treasure Land Adventure is a side-scrolling adventure starring Ronald McDonald.

After finding a piece of a treasure map, the yellow clown travels through four different levels (Forest, Town, Sea and Moon).  He's off to find and defeat the baddies who have the other pieces of the map.

Ronald can jump, shoot and use his scarf to grab onto hooks to jump to higher levels.

Jewels and flowers collected in each level can be used to purchase extra lives and power-ups in shops between levels.

You can also pay to play a Columns style falling block game between levels to earn extra items.","McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta).7z","7Z","0","true","true","true","true","true","true","true","true","covers/megadrive/McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta).png","miximages/megadrive/McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta).png","screenshots/megadrive/McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta).png","titlescreens/megadrive/McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta).png","3dboxes/megadrive/McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta).png","backcovers/megadrive/McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta).png","marquees/megadrive/McDonald's Treasure Land Adventure (Japan) (En,Ja) (Beta).png"
"megadrive_mcdonald-s-treasure-land-adventure","McDonald's Treasure Land Adventure","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1994-03-01","1994","1990s","Treasure","SEGA","Platform","Platformer","1","1","1","80","4","McDonald's Treasure Land Adventure is a side-scrolling adventure starring Ronald McDonald.

After finding a piece of a treasure map, the yellow clown travels through four different levels (Forest, Town, Sea and Moon).  He's off to find and defeat the baddies who have the other pieces of the map.

Ronald can jump, shoot and use his scarf to grab onto hooks to jump to higher levels.

Jewels and flowers collected in each level can be used to purchase extra lives and power-ups in shops between levels.

You can also pay to play a Columns style falling block game between levels to earn extra items.","McDonald's Treasure Land Adventure (USA).7z","7Z","0.67","true","true","true","true","true","true","true","true","covers/megadrive/McDonald's Treasure Land Adventure (USA).png","miximages/megadrive/McDonald's Treasure Land Adventure (USA).png","screenshots/megadrive/McDonald's Treasure Land Adventure (USA).png","titlescreens/megadrive/McDonald's Treasure Land Adventure (USA).png","3dboxes/megadrive/McDonald's Treasure Land Adventure (USA).png","backcovers/megadrive/McDonald's Treasure Land Adventure (USA).png","marquees/megadrive/McDonald's Treasure Land Adventure (USA).png"
"megadrive_medal-city","Medal City","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1991-01-01","1991","1990s","SEGA","SEGA","Casino / Cards","Board / Casual","1","1","1","","","Medal City is a simple casino game collection that offers three different games: Poker, Black Jack, and Slots. Each game is for one player only, and is a basic reproduction of the real-life game. The player starts with 30 chips, and can freely choose between each game betting as they see fit. Winnings can be saved via password.","Medal City (Japan) (Sega Game Toshokan).7z","7Z","0.1","true","true","true","true","true","true","true","false","covers/megadrive/Medal City (Japan) (Sega Game Toshokan).png","miximages/megadrive/Medal City (Japan) (Sega Game Toshokan).png","screenshots/megadrive/Medal City (Japan) (Sega Game Toshokan).png","titlescreens/megadrive/Medal City (Japan) (Sega Game Toshokan).png","3dboxes/megadrive/Medal City (Japan) (Sega Game Toshokan).png","backcovers/megadrive/Medal City (Japan) (Sega Game Toshokan).png","marquees/megadrive/Medal City (Japan) (Sega Game Toshokan).png"
"megadrive_mega-games-6-vol-3","Mega Games 6 Vol. 3","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1995-01-01","1995","1990s","SEGA","SEGA","Compilation","Compilation","1-2","1","2","90","4.5","This pack of six games was included with some Megadrive consoles and comprises the following titles:

1. Columns
2. Revenge of Shinobi
3. Sega Soccer
4. Sonic The Hedgehog
5. Streets of Rage
6. Super Monaco GP","Mega 6 Vol. 3 (Europe).7z","7Z","1.58","true","true","true","true","true","true","true","false","covers/megadrive/Mega 6 Vol. 3 (Europe).png","miximages/megadrive/Mega 6 Vol. 3 (Europe).png","screenshots/megadrive/Mega 6 Vol. 3 (Europe).png","titlescreens/megadrive/Mega 6 Vol. 3 (Europe).png","3dboxes/megadrive/Mega 6 Vol. 3 (Europe).png","backcovers/megadrive/Mega 6 Vol. 3 (Europe).png","marquees/megadrive/Mega 6 Vol. 3 (Europe).png"
"megadrive_mega-bomberman","Mega Bomberman","megadrive","Sega Mega Drive / Genesis","Mega Drive","Sega","4. kynslóð (16-bit)","1994-11-01","1994","1990s","Westone","SEGA","Action / Labyrinth","Action","1-4","1","4","90","4.5","Mega Bomberman is a top down strategy game. Control your Bomberman through various levels defeating multiple enemies and plenty of bosses. Each level consist of blocks for exploding and some blocks that don't explode. At times you will need the non-exploding blocks as shelter. The blocks that do explode reveal power-ups and eggs. 

The eggs are the unique twist to this version of Bomberman. When you get a egg, it hatches into a kangaroo. There are multiple kangaroo types, each with their own unique ability. You hop on the back of the kangaroo and utilize it's ability. If you happen to walk into an explosion the kangaroo takes the damage and dies and you continue to live. 

Another unique feature in multiplayer is you can choose your character. Pick one of 9 such as Miner, Tiny, Fat, Cop, Punk(On cover), Lady, Old man, Robot and the original Bomberman.

After selecting your character get ready for battle as you are placed in 1 of the 4 corners of the arena. Now just blow your way through the blocks and attack some opponents. Watch out for their bombs and remember to dodge your own. There are also many arena's to choose from. Each arena has it's own twist such as trap doors, an igloo to hide in, conveyor belts and more.","Mega Bomberman (Europe, Korea) (En).7z","7Z","0.47","true","true","true","true","true","true","true","true","covers/megadrive/Mega Bomberman (Europe, Korea) (En).png","miximages/megadrive/Mega Bomberman (Europe, Korea) (En).png","screenshots/megadrive/Mega Bomberman (Europe, Korea) (En).png","titlescreens/megadrive/Mega Bomberman (Europe, Korea) (En).png","3dboxes/megadrive/Mega Bomberman (Europe, Korea) (En).png","backcovers/megadrive/Mega Bomberman (Europe, Korea) (En).png","marquees/megadrive/Mega Bomberman (Europe, Korea) (En).png"
