"game_id","title","platform_key","platform_name","platform_short","platform_company","platform_generation","release_date","release_year","decade","developer","publisher","genre_detailed","genre_category","players_raw","players_min","players_max","rating_score_pct","rating_stars_5","description","rom_filename","rom_extension","rom_size_mb","has_cover_image","has_mix_image","has_screenshot","has_titlescreen","has_3d_box","has_backcover","has_marquee","has_fanart","cover_image_path","mix_image_path","screenshot_path","titlescreen_path","box3d_path","backcover_path","marquee_path"
"nes_cabal","Cabal","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1990-06-02","1990","1990s","Rareware","Milton Bradley Co.","Shooter / TPV","Shooter","1-2","1","2","70","3.5","Originating in the arcades, Cabal is a shooter where the protagonist runs back and forth along the bottom of the screen, ducking and dodging bullets and grenades from the enemy. The roll maneuver from the arcade was not implemented in the PC version. The player returns fire by moving a target around the screen which also moves the player character and may expose him to enemy fire. 

The enemies throughout the five levels come thick and fast and there are many of them. They include normal foot soldiers, tanks, helicopters and end of level bosses such as submarines and war machines. Just about everything on the screen can be blown up or shot. There are bonus points to be picked up for destroying buildings and weapons to be picked up from the enemy, such as machine guns and shotguns. Two-player mode is available.","Cabal (USA).zip","ZIP","0.09","true","true","true","true","true","true","true","true","covers/nes/Cabal (USA).png","miximages/nes/Cabal (USA).png","screenshots/nes/Cabal (USA).png","titlescreens/nes/Cabal (USA).png","3dboxes/nes/Cabal (USA).png","backcovers/nes/Cabal (USA).png","marquees/nes/Cabal (USA).png"
"nes_cadillac","Cadillac","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1990-02-02","1990","1990s","HectorSoft","HectorSoft","Puzzle","Puzzle","1","1","1","70","3.5","Cadillac is a puzzle/card game hybrid that uses the rules of poker.","Cadillac (Japan).zip","ZIP","0.03","true","true","true","true","true","true","true","false","covers/nes/Cadillac (Japan).png","miximages/nes/Cadillac (Japan).png","screenshots/nes/Cadillac (Japan).png","titlescreens/nes/Cadillac (Japan).png","3dboxes/nes/Cadillac (Japan).png","backcovers/nes/Cadillac (Japan).png","marquees/nes/Cadillac (Japan).png"
"nes_cadillac","Cadillac","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1990-02-02","1990","1990s","HectorSoft","HectorSoft","Puzzle","Puzzle","1","1","1","70","3.5","Cadillac is a puzzle/card game hybrid that uses the rules of poker.","Cadillac (Japan) (Sample).zip","ZIP","0.03","true","true","true","true","true","true","true","false","covers/nes/Cadillac (Japan) (Sample).png","miximages/nes/Cadillac (Japan) (Sample).png","screenshots/nes/Cadillac (Japan) (Sample).png","titlescreens/nes/Cadillac (Japan) (Sample).png","3dboxes/nes/Cadillac (Japan) (Sample).png","backcovers/nes/Cadillac (Japan) (Sample).png","marquees/nes/Cadillac (Japan) (Sample).png"
"nes_caesars-palace","Caesars Palace","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1992-12-01","1992","1990s","Realtime Associates","Virgin Games","Casino","Board / Casual","1","1","1","50","2.5","This game allows you to play in the Caesars Palace casino. You wander around the casino and play video poker, roulette, blackjack, the Big Six money wheel, or 3 types of slot machines. You bet and win chips and then exchange them for money whenever you like. The interaction is done via a cursor, everything is viewed from first-person perspective. You come to the casino in a taxi - will you be able to leave it in your own limousine?","Caesars Palace (USA).zip","ZIP","0.07","true","true","true","true","true","true","true","true","covers/nes/Caesars Palace (USA).png","miximages/nes/Caesars Palace (USA).png","screenshots/nes/Caesars Palace (USA).png","titlescreens/nes/Caesars Palace (USA).png","3dboxes/nes/Caesars Palace (USA).png","backcovers/nes/Caesars Palace (USA).png","marquees/nes/Caesars Palace (USA).png"
"nes_california-games","California Games","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1990-01-01","1990","1990s","Rareware","Milton Bradley Co.","Sports / Multisports","Sports","1-8","1","8","80","4","California Games was the original ""Extreme Games"" – what today's generation might call ""X-Games in the sun"".  Players can select sponsors (absent in some versions) and compete in events such as skateboarding, footbag, surfing, roller skating, flying disc (frisbee) and BMX.  The surfing event is ranked by judges, which give a score to help the players improve their routine.

The Atari versions (2600 and Lynx) of the game omit the flying disc and roller skating events, while the Genesis version omits only the flying disc event.","California Games (USA).zip","ZIP","0.09","true","true","true","true","true","true","true","true","covers/nes/California Games (USA).png","miximages/nes/California Games (USA).png","screenshots/nes/California Games (USA).png","titlescreens/nes/California Games (USA).png","3dboxes/nes/California Games (USA).png","backcovers/nes/California Games (USA).png","marquees/nes/California Games (USA).png"
"nes_the-california-raisins-the-grape-escape","The California Raisins: The Grape Escape","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1992-01-01","1992","1990s","Radiance Software","Capcom","Platform","Platformer","1","1","1","","","The California Raisins: The Grape Escape is a California Raisins video game developed by Radiance for the Nintendo Entertainment System. Capcom planned to publish the game in 1990 but its release was canceled due to the California Raisins' dwindling popularity because of the decline in raisin sales in the late 1980s and early 1990s. In the single-player side-scrolling action game the player controls a California Raisin through five stages in an effort to rescue the band and their band's musical notes that were stolen by the gang of jealous musicians. The player walk, jump, climb on vines, moonwalk (by pressing the ""select"" button) and shoot an unlimited supply of grape jelly beans as projectiles. As was the case with other Capcom games, such as Mega Man and DuckTales, one can play the first four levels in any order that you want, but the final level is only available after you have collected the musical notes from each of the four levels. The first four levels include The Grape Vine, The Factory, The Maize Maze and The Juicery. The final level takes places in The Clouds. During each level you can collect 'I' icons that give you temporary invincibility, regular black musical notes for bonus points, 'Sunshine' icons to restore your health, and 'Raisinette' icons to give an extra life to the player. One can also locate items by shooting at the thin air or at columns.","California Raisins - The Grape Escape (USA) (Proto 2).zip","ZIP","0.07","true","true","true","true","true","true","true","true","covers/nes/California Raisins - The Grape Escape (USA) (Proto 2).png","miximages/nes/California Raisins - The Grape Escape (USA) (Proto 2).png","screenshots/nes/California Raisins - The Grape Escape (USA) (Proto 2).png","titlescreens/nes/California Raisins - The Grape Escape (USA) (Proto 2).png","3dboxes/nes/California Raisins - The Grape Escape (USA) (Proto 2).png","backcovers/nes/California Raisins - The Grape Escape (USA) (Proto 2).png","marquees/nes/California Raisins - The Grape Escape (USA) (Proto 2).png"
"nes_6-in-1-caltron","6 in 1 - Caltron","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1992-01-01","1992","1990s","Megasoft","Caltron","Various","Compilation","1-2","1","2","20","1","6-in-1 is an unlicensed game that contains a set of six different game in one cartridge that were not released separately. Most of these games is known to have a major resemblances to other games such as Soko-Ban and Pang. It includes the six following games.

Cosmos Cop: A game that is heavily inspired by Space Harrier, in which the player takes control of the Cosmos Cop with the mission to take out an alien terrorist organization in outer space . You have to fly past all of the obstacles and shoot all of the enemies throughout five stages, with the final sixth stage being a boss fight.

Magic Carpet 1001: This game is a side-scrolling shooter where you are on a magic carpet, armed with only a bow and some arrows to defend yourself from the enemies in the sky throughout four different levels.

Balloon Monster is similar to the game Pang. A huge, bouncing bubble is attacking you from the sky and you have to shoot at it before it kills you. When you try to shoot it, it divides into smaller bubbles, making it harder. This game contains 50 different levels to play through.

Adam and Eve: in this game, you are Adam from the Bible. This game is nothing more than a Balloon Fight clone where the player is supposed to rid the screen of all the floating snakes to make it to the next stage. The player must defeat the floating snakes by popping their balloons then their parachutes. The game also contains an air pump powerup which heals the players damaged balloons. This game contains 40 different levels to play through.

Porter is a puzzle game similar to the game Soko-Ban. In this game, you have to move all of the boxes onto the stars in a limited amount of time, in order to make it to the next stage. This game contains 25 different levels to play through.

Bookyman: is similar to the arcade game Make Trax where you are a bug and you have to paint the entire maze before you are caught by the other enemies. This game contains 8 different levels to play through, with enemies getting increasingly faster the higher the level.","Caltron - 6 in 1 (USA) (Unl).zip","ZIP","0.13","true","true","true","true","true","true","true","true","covers/nes/Caltron - 6 in 1 (USA) (Unl).png","miximages/nes/Caltron - 6 in 1 (USA) (Unl).png","screenshots/nes/Caltron - 6 in 1 (USA) (Unl).png","titlescreens/nes/Caltron - 6 in 1 (USA) (Unl).png","3dboxes/nes/Caltron - 6 in 1 (USA) (Unl).png","backcovers/nes/Caltron - 6 in 1 (USA) (Unl).png","marquees/nes/Caltron - 6 in 1 (USA) (Unl).png"
"nes_caltron-9-in-1","Caltron : 9 in 1","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1992-01-01","1992","1990s","NTDEC","Caltron","Compilation","Compilation","1","1","1","","","9 in 1 is an unlicensed multicart for the Nintendo Entertainment System, based on Caltron 6 in 1.
This cartridge was planned to be release in 1992 
This game was discovered when a prototype went up for sale on Ebay

9 in 1 contains nine NTDEC pirate games, specifically:
- Skate Boy
- Dream Fighter
- Tank
- Super Gun
- Magic Block
- Go! Benny
- Sea of Dreamland
- Destroyer
- Hit Marmot","Caltron - 9 in 1 (USA) (Proto) (Unl).zip","ZIP","0.23","true","true","true","true","true","true","true","false","covers/nes/Caltron - 9 in 1 (USA) (Proto) (Unl).png","miximages/nes/Caltron - 9 in 1 (USA) (Proto) (Unl).png","screenshots/nes/Caltron - 9 in 1 (USA) (Proto) (Unl).png","titlescreens/nes/Caltron - 9 in 1 (USA) (Proto) (Unl).png","3dboxes/nes/Caltron - 9 in 1 (USA) (Proto) (Unl).png","backcovers/nes/Caltron - 9 in 1 (USA) (Proto) (Unl).png","marquees/nes/Caltron - 9 in 1 (USA) (Proto) (Unl).png"
"nes_capcom-s-gold-medal-challenge-92","Capcom's Gold Medal Challenge '92","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1993-06-17","1993","1990s","Capcom","Capcom","Sports / Multisports","Sports","1-8","1","8","80","4","Catch the spirit of world-class competition with Capcom's Gold Medal Challenge '92! Train and compete with up to seven friends in 18 pulse-pounding events. Now's the time to really pump up and get physical! Out muscle your friends in Weightlifting and leave them in the dust in the 100 Meter Dash. Make a huge splash in the swim meets and leave everyone else in your wake. Earn a perfect 10 in the Vault and watch as the crowd goes wild! With Capcom's Gold Medal Challenge '92, all the thrills and excitement of world-class competition are right at your fingertips!","Capcom's Gold Medal Challenge '92 (USA).zip","ZIP","0.13","true","true","true","true","true","true","true","true","covers/nes/Capcom's Gold Medal Challenge '92 (USA).png","miximages/nes/Capcom's Gold Medal Challenge '92 (USA).png","screenshots/nes/Capcom's Gold Medal Challenge '92 (USA).png","titlescreens/nes/Capcom's Gold Medal Challenge '92 (USA).png","3dboxes/nes/Capcom's Gold Medal Challenge '92 (USA).png","backcovers/nes/Capcom's Gold Medal Challenge '92 (USA).png","marquees/nes/Capcom's Gold Medal Challenge '92 (USA).png"
"nes_captain-america-and-the-avengers","Captain America and the Avengers","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1991-12-02","1991","1990s","Data East","Data East","Platform","Platformer","1-2","1","2","60","3","The Mandarin has knocked out Iron Man and Vision. This time it is personal.

You play as Captain America or Hawkeye. You must fight your way through various thugs to rescue Iron Man and Vision. This game is a side scroller, somewhat reminiscent of Bionic Commando in which you fight through a level then move to an overhead map to decide where to go next.

Captain America's attacks are: when he is standing, shield throw; when he is crouching, punch and when he is jumping, kick. Also, if you push twice in a direction, Cap can do a powerful forward charge with his shield for a short distance.

Hawkeye's attacks are all arrow shots. He can shoot left, right, up, upper-left or upper-right.

In battle mode, this is a two player, one-on-one battle. Player one chooses from Captain America or Hawkeye (the good guys) and player two chooses from Wizard, Ultron or Crossbones (the bad guys). You fight each other until one player has won three rounds.","Captain America and the Avengers (USA).zip","ZIP","0.14","true","true","true","true","true","true","true","true","covers/nes/Captain America and the Avengers (USA).png","miximages/nes/Captain America and the Avengers (USA).png","screenshots/nes/Captain America and the Avengers (USA).png","titlescreens/nes/Captain America and the Avengers (USA).png","3dboxes/nes/Captain America and the Avengers (USA).png","backcovers/nes/Captain America and the Avengers (USA).png","marquees/nes/Captain America and the Avengers (USA).png"
"nes_captain-comic-the-adventure","Captain Comic : The Adventure","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1989-01-01","1989","1980s","Color Dreams","Color Dreams","Platform","Platformer","1","1","1","50","2.5","""You are Captain Comic, galactic hero. Your mission is to recover three treasures from the planet Omsoc, which have been stolen away and hidden on the remote planet of Tambi.""

Captain Comic is a platformer featuring a huge nonlinear playfield divided into several different terrains. As Comic, you must search throughout Tambi for power ups and items that will aid you in your quest to recover the three treasures. The Captain's main weapon is 'Blastola Cola', a can of drink that allows him to hurl fireballs at his foes. For each can that he finds, an additional fireball can be thrown.

There are many different paths that are available from the start, but without the right item or weapon, it can be impossible to progress through certain paths, or even to commit suicide. It's up to the player to decide the correct route to take, and which places to return to at a later time.","Captain Comic - The Adventure (USA) (Unl).zip","ZIP","0.05","true","true","true","true","true","true","true","true","covers/nes/Captain Comic - The Adventure (USA) (Unl).png","miximages/nes/Captain Comic - The Adventure (USA) (Unl).png","screenshots/nes/Captain Comic - The Adventure (USA) (Unl).png","titlescreens/nes/Captain Comic - The Adventure (USA) (Unl).png","3dboxes/nes/Captain Comic - The Adventure (USA) (Unl).png","backcovers/nes/Captain Comic - The Adventure (USA) (Unl).png","marquees/nes/Captain Comic - The Adventure (USA) (Unl).png"
"nes_captain-ed","Captain Ed","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1989-08-25","1989","1980s","Graphic Research","CBS Sony Group","Shoot'em Up","Shooter","1","1","1","50","2.5","Captain ED is a vertically scrolling shoot-em-up. Players pilot a ship through seven different levels of outer space in order to rescue their friends from captivity and to defeat Doguma. Players must shoot down enemy ships to earn money. The main character (not necessarily named Ed) must fight his way through space (represented by multi-colored tiles) in order to destroy the ""7 Masters of Space"". Periodically he will have to stop and buy gas or other items. The seven lucky Gods make an appearance as opposites to the 7 Masters.","Captain ED (Japan).zip","ZIP","0.13","true","true","true","true","true","true","true","false","covers/nes/Captain ED (Japan).png","miximages/nes/Captain ED (Japan).png","screenshots/nes/Captain ED (Japan).png","titlescreens/nes/Captain ED (Japan).png","3dboxes/nes/Captain ED (Japan).png","backcovers/nes/Captain ED (Japan).png","marquees/nes/Captain ED (Japan).png"
"nes_captain-planet-and-the-planeteers","Captain Planet and the Planeteers","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1992-08-20","1992","1990s","Chris Gray Enterprises","Mindscape","Platform","Platformer","1","1","1","30","1.5","Based on the cartoon series of the same name, Captain Planet and the Planeteers are environmental protectors. Each Planeteer is endowed with a special elemental power which is used to combat pollution and preserve the enviroment. When the Planeteers powers combine they summon Captain Planet, a guardian of the Earth. The powers of Gaia keep watch over the world, and assign the Planeteers to where they are needed.

Captain Planet and the Planeteers is an action sidescroller game divided into two sections: Outside levels usually put the Planeteers in some kind of vehicle which can move in any of eight directions on the screen. The planeteers can use any of their elemental powers. Touching an enemy or projectile results in instant death.

Inside levels summon Captain Planet himself, who can punch or turn himself into a swirling version of any of the five elements. Captain Planet can also move/fly in any of eight directions and also can only take one hit before dying.","Captain Planet and the Planeteers (USA).zip","ZIP","0.13","true","true","true","true","true","true","true","true","covers/nes/Captain Planet and the Planeteers (USA).png","miximages/nes/Captain Planet and the Planeteers (USA).png","screenshots/nes/Captain Planet and the Planeteers (USA).png","titlescreens/nes/Captain Planet and the Planeteers (USA).png","3dboxes/nes/Captain Planet and the Planeteers (USA).png","backcovers/nes/Captain Planet and the Planeteers (USA).png","marquees/nes/Captain Planet and the Planeteers (USA).png"
"nes_captain-silver","Captain Silver","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1988-12-16","1988","1980s","Data East","Tokuma Soft","Platform","Platformer","1","1","1","70","3.5","In Captain Silver, you play the role of Jim, a brave young lad with a taste of adventure. You embark on a journey to find Captain Silver's secret treasure hoard, which is rumored to be hidden on an island in the Eastern Seas.

There are six scenes in the game. During his travels, Jim will explore villages, fight his way on board ships, venture through caves, and wander around tropical islands. In each of these six scenes, Jim must use his sword to kill cats, rats, bats, witches, skeletons, and other creatures that are waiting for him. When Jim touches, or is shot at, by a creature, he loses one of his lives, but when he kills a creature, he can collect some gold that they leave behind, which can be used to buy items from shops. However, rather than getting gold, enemies leave behind some gold containing one of the letters that spell the word ""CAPTAIN SILVER"". If Jim manages to get all of these letters, he will be awarded an extra life.

Jim may only use his sword to start off with, but once he collects a fairy that floats toward him in every scene, Jim will be able to shoot stars at enemies, making his kills more efficient. The maximum number of stars that he can have is six. There are other power-ups that Jim can collect in the game. These include the ""clock"" power-up, which gives Jim extra time; the ""boot"" power-up which allows Jim to jump higher; and the ""coffee?"" power-up, which enables Jim to shield himself from creatures until he is hit by one.

There is a boss in each scene, which he must defeat in order to proceed to the next round. There is also a certain time limit, which Jim must complete the scene before it expires. If he does not, then he will lose a life.","Captain Silver (Japan).zip","ZIP","0.13","true","true","true","true","true","true","true","true","covers/nes/Captain Silver (Japan).png","miximages/nes/Captain Silver (Japan).png","screenshots/nes/Captain Silver (Japan).png","titlescreens/nes/Captain Silver (Japan).png","3dboxes/nes/Captain Silver (Japan).png","backcovers/nes/Captain Silver (Japan).png","marquees/nes/Captain Silver (Japan).png"
"nes_captain-skyhawk","Captain Skyhawk","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1994-05-24","1994","1990s","Rareware","Nintendo","Shoot'em Up","Shooter","1","1","1","80","4","The Earth has been invaded by aliens and it is up to you to stop them.  Piloting a plane through several levels, you must blow up enemy artillery and planes before taking on one of four large bases.  The action is from a top down perspective, but the landscape is 3D rather than flat as in similar games.  Your plane can be upgraded at space stations between levels, and you even have to accurately pilot your plane into the space station.  After successfully completing all the levels you have to destroy the final alien boss.","Captain Skyhawk (USA) (Rev 1).zip","ZIP","0.08","true","true","true","true","true","true","true","true","covers/nes/Captain Skyhawk (USA) (Rev 1).png","miximages/nes/Captain Skyhawk (USA) (Rev 1).png","screenshots/nes/Captain Skyhawk (USA) (Rev 1).png","titlescreens/nes/Captain Skyhawk (USA) (Rev 1).png","3dboxes/nes/Captain Skyhawk (USA) (Rev 1).png","backcovers/nes/Captain Skyhawk (USA) (Rev 1).png","marquees/nes/Captain Skyhawk (USA) (Rev 1).png"
"nes_captain-tsubasa-vol-2-super-striker","Captain Tsubasa Vol. 2 - Super Striker","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1990-07-20","1990","1990s","Tecmo","Tecmo","Sports / Football (Soccer)","Sports","1","1","1","80","4","Captain Tsubasa Vol. II: Super Striker is the second game in the Captain Tsubasa series, role-playing soccer games based off the anime of the same name. Super Striker was released on July 20, 1990 in Japan for the Famicom, published and developed by Tecmo. The game allows players to make choices, and then watch how they play out in the field.","Captain Tsubasa II - Super Striker (Japan).zip","ZIP","0.22","true","true","true","true","true","true","true","true","covers/nes/Captain Tsubasa II - Super Striker (Japan).png","miximages/nes/Captain Tsubasa II - Super Striker (Japan).png","screenshots/nes/Captain Tsubasa II - Super Striker (Japan).png","titlescreens/nes/Captain Tsubasa II - Super Striker (Japan).png","3dboxes/nes/Captain Tsubasa II - Super Striker (Japan).png","backcovers/nes/Captain Tsubasa II - Super Striker (Japan).png","marquees/nes/Captain Tsubasa II - Super Striker (Japan).png"
"nes_casino-derby","Casino Derby","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1993-03-19","1993","1990s","Yonezawa","Yonezawa","Horse racing","Racing","1","1","1","","","Horse racing game with three options: Derby, Jockey and Bingo.","Casino Derby (Japan).zip","ZIP","0.04","true","true","true","true","true","true","true","true","covers/nes/Casino Derby (Japan).png","miximages/nes/Casino Derby (Japan).png","screenshots/nes/Casino Derby (Japan).png","titlescreens/nes/Casino Derby (Japan).png","3dboxes/nes/Casino Derby (Japan).png","backcovers/nes/Casino Derby (Japan).png","marquees/nes/Casino Derby (Japan).png"
"nes_casino-kid","Casino Kid","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1989-10-02","1989","1980s","SOFEL","SOFEL","Casino","Board / Casual","1","1","1","40","2","You are Casino Kid, a nameless youth who has 500$ in his pocket and is ready to face the best poker and blackjack players in the casino to increase this amount significantly. You move around a large casino room and talk to people. Some people will just chat with you, while others will challenge you to a game: either blackjack or poker. In the beginning, most people won't agree to play with you. You'll have to defeat the opponents in a particular order in order to be able to win all blackjack and poker games and to face the Final Opponent.","Casino Kid (USA).zip","ZIP","0.06","true","true","true","true","true","true","true","true","covers/nes/Casino Kid (USA).png","miximages/nes/Casino Kid (USA).png","screenshots/nes/Casino Kid (USA).png","titlescreens/nes/Casino Kid (USA).png","3dboxes/nes/Casino Kid (USA).png","backcovers/nes/Casino Kid (USA).png","marquees/nes/Casino Kid (USA).png"
"nes_casino-kid-ii","Casino Kid II","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1993-04-01","1993","1990s","SOFEL","SOFEL","Casino","Board / Casual","1","1","1","50","2.5","In the first game, the Kid defeated the best blackjack and poker players in US, including the great Casino Boss, winning 1,000,000 dollars. Now, gamblers all over the world have organized a championship where only national winners can participate. So you, the new US champion, must now prove you are the best gambler in the whole world.

Unlike the first game, you can tackle your opponents in any order (except the toughest ones, which require you defeating somebody else). You travel all over the world, facing the great gamblers. In addition to blackjack and poker, you can also play roulette in this game.","Casino Kid II (USA).zip","ZIP","0.07","true","true","true","true","true","true","true","true","covers/nes/Casino Kid II (USA).png","miximages/nes/Casino Kid II (USA).png","screenshots/nes/Casino Kid II (USA).png","titlescreens/nes/Casino Kid II (USA).png","3dboxes/nes/Casino Kid II (USA).png","backcovers/nes/Casino Kid II (USA).png","marquees/nes/Casino Kid II (USA).png"
"nes_castelian","Castelian","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1993-01-01","1993","1990s","Bits Studios","Storm","Platform","Platformer","1","1","1","50","2.5","Julius is his name. Demolition is his game. Eight colossal towers that almost crack the sky! You and Julius - the Anurian Hybrid - are charged with the task of collapsing the alien towers. As Julius climbs and leaps across the face of each tower, he is confronted by potent and very deadly adversaries. Roving Hexalons, scanning I-Balls, orbiting Spheroids and dissolving pathways threaten you at every turn. Their mere touch will cost you your life! Yet, somehow, you must reach the tower's top in order to detonate your powerful D-bombs! Your courage, skill and determination will guide you to the summit of Castelian. Fire your Carbonobombs, catch the high-speed elevator, and escape into the doorways of the unknown. The island's future depends upon you and Julius. Watch him, learn his secrets and demolition will become your game!","Castelian (USA).zip","ZIP","0.05","true","true","true","true","true","true","true","true","covers/nes/Castelian (USA).png","miximages/nes/Castelian (USA).png","screenshots/nes/Castelian (USA).png","titlescreens/nes/Castelian (USA).png","3dboxes/nes/Castelian (USA).png","backcovers/nes/Castelian (USA).png","marquees/nes/Castelian (USA).png"
"nes_castle-of-deceit","Castle Of Deceit","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1990-01-01","1990","1990s","Bunch Games","Bunch Games","Platform","Platformer","1","1","1","30","1.5","Your world is facing peril. The mystic Runes of Guarding have been stolen. You must recover them and reset the protective wards to fend off the doom that threatens your world.

This is a side scrolling platform game. You must fight through enemies and jump onto ledges to grab keys to unlock doors. After you unlock the last door in your area, you must defeat the castle's Head Master, boss, in other words, and grab the Rune of Guarding that they had. After you have gotten all the Runes, your world will be safe.","Castle of Deceit (USA) (Unl).zip","ZIP","0.06","true","true","true","true","true","true","true","true","covers/nes/Castle of Deceit (USA) (Unl).png","miximages/nes/Castle of Deceit (USA) (Unl).png","screenshots/nes/Castle of Deceit (USA) (Unl).png","titlescreens/nes/Castle of Deceit (USA) (Unl).png","3dboxes/nes/Castle of Deceit (USA) (Unl).png","backcovers/nes/Castle of Deceit (USA) (Unl).png","marquees/nes/Castle of Deceit (USA) (Unl).png"
"nes_castle-of-dragon","Castle of Dragon","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1990-06-01","1990","1990s","Athena","SETA","Beat'em Up","Beat 'em up","1","1","1","60","3","Darklarza, the Dragon Master, has been terrorizing the kingdom for many years. The king has retreated into exile with his bravest knight, Geraden, to hold his fort. Darklarza stages an attack on the king's exile fortress and manages to abduct the princess. It is up to Geraden to journey through the kingdom, rescue the princess, and put an end to Darklarza's reign once and for all.

Castle of Dragon is a side-scrolling action adventure in which Geraden must hack and slash his way through the kingdom and destroy legions on Darklarza's forces. Initially equipped with a sword and a shield, plus the armor on his back, Geraden can upgrade to more powerful offensive and defensive options, as well as obtain various powerful magic spells.","Castle of Dragon (USA).zip","ZIP","0.07","true","true","true","true","true","true","true","true","covers/nes/Castle of Dragon (USA).png","miximages/nes/Castle of Dragon (USA).png","screenshots/nes/Castle of Dragon (USA).png","titlescreens/nes/Castle of Dragon (USA).png","3dboxes/nes/Castle of Dragon (USA).png","backcovers/nes/Castle of Dragon (USA).png","marquees/nes/Castle of Dragon (USA).png"
"nes_castlequest","Castlequest","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1989-09-01","1989","1980s","ASCII","NEXOFT","Role Playing Game","RPG","1","1","1","70","3.5","The puzzle and platform game Castle Excellent is a sequel to The Castle. In Castle Excellent you control a prince that has to save the princess again.

To find your princess you have to explore the castle, which has 100 different rooms. Each room is a puzzle on its own as you have to avoid enemy knights, fat Tiroler men, hazardous objects and have to use objects to get to the next door. In each room you have to collect keys and items like rings and gold bars. The keys may have different colors and only opens doors with the corresponding key color.","Castle Quest (Japan).zip","ZIP","0.1","true","true","true","true","true","true","true","true","covers/nes/Castle Quest (Japan).png","miximages/nes/Castle Quest (Japan).png","screenshots/nes/Castle Quest (Japan).png","titlescreens/nes/Castle Quest (Japan).png","3dboxes/nes/Castle Quest (Japan).png","backcovers/nes/Castle Quest (Japan).png","marquees/nes/Castle Quest (Japan).png"
"nes_castlequest","Castlequest","nes","Nintendo Entertainment System (NES) / Famicom","NES","Nintendo","3. kynslóð (8-bit)","1989-09-01","1989","1980s","ASCII","NEXOFT","Role Playing Game","RPG","1","1","1","70","3.5","The puzzle and platform game Castle Excellent is a sequel to The Castle. In Castle Excellent you control a prince that has to save the princess again.

To find your princess you have to explore the castle, which has 100 different rooms. Each room is a puzzle on its own as you have to avoid enemy knights, fat Tiroler men, hazardous objects and have to use objects to get to the next door. In each room you have to collect keys and items like rings and gold bars. The keys may have different colors and only opens doors with the corresponding key color.","Castlequest (USA).zip","ZIP","0.04","true","true","true","true","true","true","true","true","covers/nes/Castlequest (USA).png","miximages/nes/Castlequest (USA).png","screenshots/nes/Castlequest (USA).png","titlescreens/nes/Castlequest (USA).png","3dboxes/nes/Castlequest (USA).png","backcovers/nes/Castlequest (USA).png","marquees/nes/Castlequest (USA).png"
