"type","name","game_count"
"Publisher","Renegade Software","3"
"Publisher","Seika","3"
"Publisher","Xing Entertainment","3"
"Publisher","id Software","3"
"Publisher","Media Entertainment","3"
"Publisher","Ecole","3"
"Publisher","Gaga","3"
"Publisher","Entertainment Software Publishing","3"
"Publisher","Kiddinx","3"
"Publisher","Game Village","3"
"Publisher","Mattel Interactive","3"
"Publisher","Milestone","3"
"Publisher","Neko Entertainment","3"
"Publisher","DTP Entertainment","3"
"Publisher","Play It!","3"
"Publisher","XS Games","3"
"Publisher","First Star Software","2"
"Publisher","Techstar","2"
"Publisher","Tuning","2"
"Publisher","Tamtex","2"
"Publisher","ATW","2"
"Publisher","Armenia","2"
"Publisher","Allied Leisure","2"
"Publisher","Nasco","2"
"Publisher","Able","2"
"Publisher","Tong Electronic","2"
"Publisher","TDS","2"
"Publisher","D.G.R.M.","2"
"Publisher","Vid Kidz","2"
"Publisher","ABM Games","2"
"Publisher","International Games","2"
"Publisher","Seatongrove","2"
"Publisher","BMC","2"
"Publisher","Signatron USA","2"
"Publisher","Seibu Denshi","2"
"Publisher","Icarus","2"
"Publisher","Para","2"
"Publisher","Shoei","2"
"Publisher","Yona Tech","2"
"Publisher","Itisa","2"
"Publisher","Axela","2"
"Publisher","Gameace","2"
"Publisher","Status Games","2"
"Publisher","Arika","2"
"Publisher","Wood Place","2"
"Publisher","Chuo","2"
"Publisher","Subsino","2"
"Publisher","Nasco Japan","2"
"Publisher","Nics","2"
"Publisher","Subelectro","2"
"Publisher","NIX","2"
"Publisher","Datel","2"
"Publisher","Eastern Micro Electronics","2"
"Publisher","New System House Oh!","2"
"Publisher","East Cube","2"
"Publisher","Ge De Industry","2"
"Publisher","Panesian","2"
"Publisher","Codemasters Software","2"
"Publisher","EduBank","2"
"Publisher","Caltron","2"
"Publisher","Computer &amp; Entertainment","2"
"Publisher","Laser Beam Entertainment","2"
"Publisher","Zemina","2"
"Publisher","Gakken","2"
"Publisher","Team Yolkfolk","2"
"Publisher","Bandai Namco","2"
"Publisher","Idea-Tek","2"
"Publisher","NTVIC","2"
"Publisher","TSS","2"
"Publisher","Kawada","2"
"Publisher","Banalex","2"
"Publisher","Williams Entertainment","2"
"Publisher","Laguna","2"
"Publisher","Software 2000","2"
"Publisher","Shouei","2"
"Publisher","Toho","2"
"Publisher","Image Works","2"
"Publisher","Ka Sheng","2"
"Publisher","Audiogenic Software","2"
"Publisher","Caesar No Yabou 2","2"
"Publisher","NovaLogic","2"
"Publisher","Loriciels","2"
"Publisher","Studio Fazzy","2"
"Publisher","3D Realms","2"
"Publisher","Lankhor","2"
"Publisher","Miky","2"
"Publisher","Ukiyotei","2"
"Publisher","Sensible Software","2"
"Publisher","Funcom","2"
"Publisher","PALSOFT","2"
"Publisher","We Net","2"
"Publisher","HeartBeat","2"
"Publisher","Razor Soft","2"
"Publisher","Bullfrog","2"
"Publisher","Bizarre Creations","2"
"Publisher","System 3 Software","2"
"Publisher","Cobra Team","2"
"Publisher","Motown Software","2"
"Publisher","Zamuse","2"
"Publisher","Forum","2"
"Publisher","GTE Entertainment","2"
"Publisher","Datam Polystar","2"
"Publisher","Kadokawa Shoten","2"
"Publisher","Eletronic Co","2"
"Publisher","Left Field Productions","2"
"Publisher","TNN","2"
"Publisher","Technic(TGL) Technical Group Laboratory","2"
"Publisher","Sales Curve","2"
"Publisher","Advanced Productions","2"
"Publisher","Media Rings","2"
"Publisher","Societa Daikanyama","2"
"Publisher","Yoshimoto Kogyo","2"
"Publisher","Soft Office","2"
"Publisher","Crystal Dynamics","2"
"Publisher","Media Quest","2"
"Publisher","Treasure","2"
"Publisher","Tam","2"
"Publisher","Saffire","2"
"Publisher","SouthPeak Games","2"
"Publisher","Digital Kids","2"
"Publisher","TDK Core","2"
"Publisher","Studio 3","2"
"Publisher","Prime System","2"
"Publisher","Ravensburger Interactive Media","2"
"Publisher","Marvelous Entertainment","2"
"Publisher","Red Orb Entertainment","2"
"Publisher","Simon &amp; Schuster Interactive","2"
"Publisher","Havas Interactive","2"
"Publisher","Enterbrain","2"
"Publisher","Kirat","2"
"Publisher","G.Rev","2"
"Publisher","Goat Store Publishing","2"
"Publisher","Jester Interactive","2"
"Publisher","The GOAT Store","2"
"Publisher","Gainax","2"
"Publisher","Spike Co","2"
"Publisher","Softmax","2"
"Publisher","Aruze","2"
"Publisher","Hip Games","2"
"Publisher","Blizzard Classic Arcade","2"
"Publisher","Summitsoft Entertainment","2"
"Publisher","Rocket Company","2"
"Publisher","Sintax","2"
"Publisher","Coktel Vision","2"
"Publisher","O3 Entertainment","2"
"Publisher","Midway Sports","2"
"Publisher","Nippon Telenet","2"
"Publisher","EA Sports BIG","2"
"Publisher","Victory","1"
"Publisher","Wintechno","1"
"Publisher","Kitronix","1"
"Publisher","Bee-Oh","1"
"Publisher","Dinamic Software","1"
"Publisher","Epos Corporation (Photar Industries license)","1"
"Publisher","Merit Software","1"
"Publisher","Seibu","1"
"Publisher","First Amusement","1"
"Publisher","Bwb","1"
"Publisher","Current Technologies","1"
"Publisher","Alpha","1"
"Publisher","Daigom","1"
"Publisher","Yachiyo Denki","1"
"Publisher","Etona","1"
"Publisher","International Computer Entertainment","1"
"Publisher","Sun","1"
"Publisher","Coleco Industries","1"
"Publisher","Electronic Devices Italy / 3D Games England","1"
"Publisher","Tung Sheng Electronics","1"
"Publisher","Seo Jin","1"
"Publisher","Tecfri / Desystem S.A.","1"
"Publisher","Du Tech","1"
"Publisher","IDSA","1"
"Publisher","Epic","1"
"Publisher","U.S. Billiards","1"
"Publisher","Palco","1"
"Publisher","Duncan Brown","1"
"Publisher","Forbes?","1"
"Publisher","Vision Electronics","1"
"Publisher","Ameri","1"
"Publisher","Leijac","1"
"Publisher","Electronic Games Systems","1"
"Publisher","Ryoto Electric Co.","1"
"Publisher","Rait Electronics","1"
"Publisher","Comsoft","1"
"Publisher","Dynasoft","1"
"Publisher","Mama Top","1"
"Publisher","Yang Gi","1"
"Publisher","Kiwako","1"
"Publisher","Taff System","1"
"Publisher","Valadon Automation (Itisa license)","1"
"Publisher","Cheil Computer System","1"
"Publisher","Duintronic","1"
"Publisher","K1 Soft","1"
"Publisher","Dooyong (NTC license)","1"
"Publisher","WSAC Systems?","1"
"Publisher","Sang Ho","1"
"Publisher","Kyle Hodgetts","1"
"Publisher","Hollow","1"
"Publisher","Hanafram","1"
"Publisher","Syrmex","1"
"Publisher","Gayton Games","1"
"Publisher","Buena Vision","1"
"Publisher","Moov Generation / Eolith","1"
"Publisher","Electronic Devices Italy / Ecogames S.L. Spain","1"
"Publisher","New Image Technologies","1"
"Publisher","Sun Electronics","1"
"Publisher","Nuova Videotron","1"
"Publisher","Wave","1"
"Publisher","GM Shoji","1"
"Publisher","Haesung","1"
"Publisher","Midas Games","1"
"Publisher","Nova du Canada","1"
"Publisher","NTC","1"
"Publisher","Entertainment Enterprises","1"
"Publisher","Moloney Manufacturing","1"
"Publisher","Graphic Techno","1"
"Publisher","RDI Video Systems","1"
"Publisher","T.I.C.","1"
"Publisher","Primetek Investments","1"
"Publisher","Raster Elite","1"
"Publisher","Shonan","1"
"Publisher","Yuvo","1"
"Publisher","BS Electronics","1"
"Publisher","MTM Games","1"
"Publisher","SoftClub","1"
"Publisher","Gamart","1"
"Publisher","East Coast Coin Company","1"
"Publisher","Virtual Image Productions","1"
"Publisher","Hobbitron T.K.Trading","1"
"Publisher","SonoKong","1"
"Publisher","Sun Mixing","1"
"Publisher","Noma (Casino Tech license)","1"
"Publisher","K.K. International","1"
"Publisher","SMS Manufacturing","1"
"Publisher","Sunn","1"
"Publisher","AGT","1"
"Publisher","Dell Electronics","1"
"Publisher","Philko (Sharp Image license)","1"
"Publisher","Island Design","1"
"Publisher","Philko (Poara Enterprises license)","1"
"Publisher","Electronic Devices","1"
"Publisher","Petaco S.A.","1"
"Publisher","Catalina","1"
"Publisher","Kural Electric","1"
"Publisher","Takumi","1"
"Publisher","Simutrek","1"
"Publisher","Coreland","1"
"Publisher","Olympia","1"
"Publisher","SystemBit","1"
"Publisher","South West Research","1"
"Publisher","Video Optics","1"
"Publisher","KH Video","1"
"Publisher","Ashby Computers and Graphics","1"
"Publisher","Soft Art Co.","1"
"Publisher","Wonwoo Systems","1"
"Publisher","Craul Denshi","1"
"Publisher","Magic Electronics","1"
"Publisher","Invi Image","1"
"Publisher","Telko","1"
"Publisher","Niemer","1"
"Publisher","Sisteme","1"
"Publisher","Spacy Industrial","1"
"Publisher","Evoga","1"
"Publisher","Paradise","1"
"Publisher","Novarmatic","1"
"Publisher","Jeil Computer System","1"
"Publisher","Saero Entertainment","1"
"Publisher","Jackson","1"
"Publisher","Clarue (Komax license)","1"
"Publisher","General Computer Corporation","1"
"Publisher","In Chang Electronic Co","1"
"Publisher","Triumph Software","1"
"Publisher","Bundra Games","1"
"Publisher","Orca (Esco Trading Co license)","1"
"Publisher","Poby / Virus","1"
"Publisher","E.F.O.","1"
"Publisher","Hanshin Goraku","1"
"Publisher","Sunwise","1"
"Publisher","Proma","1"
"Publisher","Sanki Denshi Kogyo","1"
"Publisher","Dong Gue La Mi","1"
"Publisher","Oksan","1"
"Publisher","Electronic Devices S.R.L.","1"
"Publisher","Daehyun Electronics","1"
"Publisher","Cosmo Electronics","1"
"Publisher","Crux","1"
"Publisher","Eterna","1"
"Publisher","Kato Seisakujo","1"
"Publisher","P&amp;P Marketing","1"
"Publisher","VEB Polytechnik Karl-Marx-Stadt","1"
"Publisher","Genie","1"
"Publisher","Unies","1"
"Publisher","Elettronolo","1"
"Publisher","Grayhound Electronics","1"
"Publisher","Mirage Technologies","1"
"Publisher","BrezzaSoft","1"
"Publisher","Four J International","1"
"Publisher","Microhard","1"
"Publisher","Noise Factory","1"
"Publisher","Computer Recreations","1"
"Publisher","Creative Electronics &amp; Software","1"
"Publisher","American Laser Games","1"
"Publisher","Star Fish","1"
"Publisher","OMK Software","1"
"Publisher","Topis","1"
"Publisher","Techstar (Telko license)","1"
"Publisher","Terminal","1"
"Publisher","Human Amusement","1"
"Publisher","Videa","1"
"Publisher","Apple","1"
"Publisher","Andamiro","1"
"Publisher","Dinamic Multimedia","1"
"Publisher","I.G.R.","1"
"Publisher","Denki Onkyo","1"
"Publisher","Oksan / F2 System","1"
"Publisher","D.R. Korea","1"
"Publisher","NIX?","1"
"Publisher","E.G. Felaco (Domino license)","1"
"Publisher","ACE International","1"
"Publisher","Cave","1"
"Publisher","Acom","1"
"Publisher","Roberto Bacchilega","1"
"Publisher","Nova Games","1"
"Publisher","Zenitone","1"
"Publisher","Hara Industries","1"
"Publisher","Falcon","1"
"Publisher","Global","1"
"Publisher","K.K. Tokki","1"
"Publisher","Sammy","1"
"Publisher","Mondial Games","1"
"Publisher","Yanyaka","1"
"Publisher","Techstar (Sunn license)","1"
"Publisher","Amuse","1"
"Publisher","Olympia / Seletron","1"
"Publisher","Stern Electronics","1"
"Publisher","G.T Enterprise","1"
"Publisher","Kee Games","1"
"Publisher","Diatec","1"
"Publisher","Grand Products","1"
"Publisher","GamToU","1"
"Publisher","Danbi System","1"
"Publisher","Sesame Japan","1"
"Publisher","Yang Cheng","1"
"Publisher","Lucasfilm Games","1"
"Publisher","Wing","1"
"Publisher","Orca (Esco Trading Co)","1"
"Publisher","Induction Produce","1"
"Publisher","Super Mega","1"
"Publisher","J.Y. Company","1"
"Publisher","Lost Levels","1"
"Publisher","Ancient","1"
"Publisher","Sur de Wave","1"
"Publisher","TXC","1"
"Publisher","Bit","1"
"Publisher","Tradewest Sports","1"
"Publisher","Sharp","1"
"Publisher","Sun Team Electronic","1"
"Publisher","Daewoo","1"
"Publisher","BIC","1"
"Publisher","Shenzhen Nanjing Technology","1"
"Publisher","G.O.1","1"
"Publisher","Mega Soft","1"
"Publisher","NGD Studios","1"
"Publisher","Login","1"
"Publisher","BPS","1"
"Publisher","Victor Ongaku Sangyou","1"
"Publisher","Pixel","1"
"Publisher","DreamTech","1"
"Publisher","Gametec","1"
"Publisher","RCM Group","1"
"Publisher","Intv","1"
"Publisher","Hitech Productions","1"
"Publisher","M&amp;M","1"
"Publisher","RacerMate","1"
"Publisher","Bridgestone Multimedia Group","1"
"Publisher","Bit Corp","1"
"Publisher","Spike Chunsoft","1"
"Publisher","CSG Imagesoft","1"
"Publisher","Infocom","1"
"Publisher","Dragon","1"
"Publisher","The Oliver Twins","1"
"Publisher","Yasuda insurance company","1"
"Publisher","Little Dr.","1"
"Publisher","Whirlwind Manu","1"
"Publisher","Hi-Score Media Work","1"
"Publisher","Mimi-Pro","1"
"Publisher","I2 (Aitsu)","1"
"Publisher","Kokuzeichou","1"
"Publisher","Akson Software","1"
"Publisher","Nova Co","1"
"Publisher","Telstar","1"
"Publisher","Japan System Supply","1"
"Publisher","Altus","1"
"Publisher","Asuka Technologies","1"
"Publisher","Pocket Money Software","1"
"Publisher","Blizzard Entertainment","1"
"Publisher","NTV International Corporation","1"
"Publisher","Twilight Games","1"
"Publisher","SibGame","1"
"Publisher","Laguna Videospiele Vertriebs &amp; Marketing","1"
"Publisher","BLACKLABEL","1"
"Publisher","Panther Software","1"
"Publisher","Funsoft","1"
"Publisher","Philips Interactive Media","1"
"Publisher","Supersonic Software","1"
"Publisher","Shingakusha","1"
"Publisher","NTV International","1"
"Publisher","Hori","1"
"Publisher","Mahou","1"
"Publisher","Starbyte Software","1"
"Publisher","Tom Create","1"
"Publisher","Nippon Clary Business","1"
"Publisher","Playtronic","1"
"Publisher","Capstone Software","1"
"Publisher","Sphere","1"
"Publisher","Visual Concepts","1"
"Publisher","Nuvision Entertainment","1"
"Publisher","Unite Lucky Technology","1"
"Publisher","The Bitmap Brothers","1"
"Publisher","Adrenalin Interactive","1"
"Publisher","Advanced Microcomputer Systems","1"
"Publisher","King Tec Information","1"
"Publisher","Imagic","1"
"Publisher","Skyworks Studios","1"
"Publisher","Jumbo Team","1"
"Publisher","Dynamix","1"
"Publisher","Stormfront Studios","1"
"Publisher","City Man Technology","1"
"Publisher","NHK Software","1"
"Publisher","Sansan","1"
"Publisher","Supervision Entertainment","1"
"Publisher","Sega Technical Institute","1"
"Publisher","Sega Enterprises","1"
"Publisher","Jazz Dark","1"
"Publisher","Probe Entertainment","1"
"Publisher","Microsmiths","1"
"Publisher","Kudos","1"
"Publisher","Strategic Simulations","1"
"Publisher","Wonder Amusement","1"
"Publisher","Samsung","1"
"Publisher","UNIPACC","1"
"Publisher","Senchi Technology","1"
"Publisher","Front Street Publishing","1"
"Publisher","Teichiku","1"
"Publisher","Mc O'River","1"
"Publisher","Affect","1"
"Publisher","Japan Art Media","1"
"Publisher","Sammy Studios","1"
"Publisher","Right Stuff","1"
"Publisher","Micro World","1"
"Publisher","Media Works","1"
"Publisher","Life Fitness","1"
"Publisher","Big Toe Software","1"
"Publisher","HappySoft","1"
"Publisher","Ajinomoto","1"
"Publisher","LodgeNet","1"
"Publisher","Flair Software","1"
"Publisher","Intec","1"
"Publisher","Syscom","1"
"Publisher","Crea-tech","1"
"Publisher","Rumic Soft","1"
"Publisher","Eware","1"
"Publisher","JAP!","1"
"Publisher","Outrigger Koubou","1"
"Publisher","Maxis Software","1"
"Publisher","Realtime Associates","1"
"Publisher","Mitsui Fudosan","1"
"Publisher","Second Dimension","1"
"Publisher","Cybersoft","1"
"Publisher","American Technos","1"
"Publisher","Traveller's Tales","1"
"Publisher","ORIGIN Systems","1"
"Publisher","Misawa","1"
"Publisher","Westwood  Studios","1"
"Publisher","Working Designs","1"
"Publisher","Datt Japan","1"
"Publisher","Hookstone","1"
"Publisher","Mainichi Communications","1"
"Publisher","Riverhillsoft","1"
"Publisher","Sieg","1"
"Publisher","General Entertainment","1"
"Publisher","Bandai Visual","1"
"Publisher","OCC","1"
"Publisher","Sims","1"
"Publisher","Nihon Syscom","1"
"Publisher","Digital Pictures","1"
"Publisher","Shoeisha","1"
"Publisher","Protest Design","1"
"Publisher","Marigul","1"
"Publisher","MGM Interactive","1"
"Publisher","Amtex","1"
"Publisher","Rockstar North","1"
"Publisher","Michael Searl","1"
"Publisher","UFO Interactive","1"
"Publisher","AKI Corporation","1"
"Publisher","Mobius Entertainment","1"
"Publisher","The Learning Company","1"
"Publisher","Omega Micott","1"
"Publisher","Broccoli","1"
"Publisher","Kiddinx Entertainment","1"
"Publisher","Global A Entertainment","1"
"Publisher","Bonsai Entertainment","1"
"Publisher","Creatures","1"
"Publisher","Media Group","1"
"Publisher","Now Production","1"
"Publisher","CyberFront Corporation","1"
"Publisher","Digital Eclipse","1"
"Publisher","PFX Interactive","1"
"Publisher","Magellan Interactive","1"
"Publisher","Never released","1"
"Publisher","Sound Source","1"
"Publisher","Sunrise Interactive","1"
"Publisher","Lay-Up","1"
"Publisher","WizardWorks","1"
"Publisher","Incube8 Games","1"
"Publisher","Elf","1"
"Publisher","ASC Games","1"
"Publisher","Knowledge Adventure","1"
"Publisher","Shin'en Multimedia","1"
"Publisher","Dazz","1"
"Publisher","Sting Entertainment","1"
"Publisher","Alphastar","1"
"Publisher","Agathe","1"
"Publisher","Interactive Imagination","1"
"Publisher","swing interactive","1"
"Publisher","Inforgrames","1"
"Publisher","Evolution Entertainment srl.","1"
"Publisher","NEC Interchannel","1"
"Publisher","The Pokémon Company","1"
"Publisher","Carapace","1"
"Publisher","SesameWorkshop","1"
"Publisher","Crawfish Interactive","1"
"Publisher","Agetec","1"
"Publisher","Vial One","1"
"Publisher","Hitek","1"
"Publisher","Aqua Pacific","1"
"Publisher","Encore","1"
"Publisher","KAZe","1"
"Publisher","Gathering of Developpers","1"
"Publisher","Bimboosoft","1"
"Publisher","Club Acclaim","1"
"Publisher","Hack Berry","1"
"Publisher","U.F.O. Interactive","1"
"Publisher","Random House","1"
"Publisher","Idea Factory","1"
"Publisher","Redspotgames","1"
"Publisher","Eon Digital Entertainment","1"
"Publisher","Vivarium","1"
"Publisher","NEC","1"
"Publisher","Alfa System","1"
"Publisher","TLC Multimedia","1"
"Publisher","Triangle Service","1"
"Publisher","The Goat Store","1"
"Publisher","Epitech Console Laberatory","1"
"Publisher","FromSoftware","1"
"Publisher","AAA Game","1"
"Publisher","CaramelPot","1"
"Publisher","Kool Kizz Amusement Works","1"
"Publisher","Bethesda Softworks","1"
"Publisher","Takuyo","1"
"Publisher","Aspyr","1"
"Publisher","Foxysofts","1"
"Publisher","DC Studios","1"
"Publisher","Lego Interactive","1"
"Publisher","Shibuya Interactive","1"
"Publisher","Barking Lizards","1"
"Publisher","Media Kite","1"
"Publisher","Stadlbauer","1"
"Publisher","PCCW","1"
"Publisher","New Game Color Advance","1"
"Publisher","AIA","1"
"Publisher","Gotham Games","1"
"Publisher","MediaKite","1"
"Publisher","Edge Interact","1"
"Publisher","Scholastic","1"
"Publisher","Daiwon C&amp;A","1"
"Publisher","Warner Bros. Games","1"
"Publisher","CokeM Interactive","1"
"Publisher","DHG games","1"
"Publisher","KOCH Media","1"
"Publisher","Trend Verlag","1"
"Publisher","Quantized Bit","1"
"Publisher","DTP Young Entertainment","1"
"Publisher","Digital Illusions","1"
"Publisher","Jamie Woodhouse","1"
"Publisher","Titus Interactive","1"
"Publisher","Vast Fame","1"
"Publisher","Bold Games","1"
"Publisher","AIC Spirits","1"
"Publisher","SG Diffusion","1"
"Publisher","Black Label Games","1"
"Publisher","Virtual Toys","1"
"Publisher","Mastiff","1"
"Publisher","Symmetry Entertainment","1"
